node,count,degree
financial tools,5,3
usability,8,2
financial service awareness,1,0
banking services,43,26
benefits,6,2
internet of thing awareness,1,0
benefit,2,0
commercial banks,14,3
firm behaviour,2,0
ordered probit,2,0
refugees,10,3
rohingyas,1,0
islamic financial inclusion,6,2
satisfaction,16,15
confirmatory factor-analysis,1,0
yemen,1,0
theory of planned behavior,23,7
saving behaviour,3,0
financial socialisation,2,0
financial attitude,25,10
theory of planned behaviour,7,0
digital social capital,1,0
economic stability,6,0
digital revolution,1,0
banking sectors,9,6
inclusion rate,1,0
emerging markets,38,14
billeterum movil peru,1,0
south america,3,0
bim peru,1,0
digital electronics,1,0
geometric brownian motion,1,0
exponential growth rates,1,0
stochastic growth,1,0
stochastic models,3,1
growth process,1,0
simple modeling,1,0
stochastic interest rates,1,0
brownian movement,2,0
stochastic systems,5,2
toy models,1,0
stochastic interest rate models,1,0
interest rates,11,5
digital financing,2,0
zakat,6,1
coronavirus,3,1
islamic banks,9,1
islamic economics,1,0
distributed systems,3,0
run-time verification,1,0
monitoring approach,1,0
on-the-fly,1,0
network security,30,24
property,3,0
monitoring,2,0
transaction execution,1,0
small and medium size enterprise,1,0
serbia,2,0
theory of affordances,1,0
risks,8,3
digital connection,1,0
theory of affordance,1,0
challenges,25,12
micro-entrepreneur,2,0
micro-entrepreneurs,2,0
affordances,3,2
challenge,5,1
critical discourse analysis,2,0
indigenous finance institution,1,0
marginalization,9,2
digitilization,1,0
digitilisation,1,0
informal economy,10,1
indigenous finance institutions,1,0
informal finance,13,7
semantics,1,0
validity claims,1,0
losses,4,1
zero knowledge,1,0
building blockes,3,0
cryptographic protocols,2,0
nonnegative integers,1,0
fractional numbers,1,0
anonymous transaction,1,0
privacy preserving,5,0
auction protocols,1,0
privacy-preserving techniques,2,0
argument systems,1,0
e-voting,1,0
ai for social good,1,0
global citizenship education,1,0
bayesian networks,3,0
covid-19 pandemic,13,2
public grants,1,0
women entrepreneurs,24,7
supply sides,1,0
multifactor productivity,1,0
supply-side financial inclusion,1,0
environment,8,2
correlation methods,2,0
productivity growth,1,0
environmental sustainability,18,17
enaira wallet,1,0
enaira,5,3
disadvantaged citizens,1,0
intra-african commerce,1,0
african continental free trade agreement,1,0
cross-border payments,13,5
banking & financial services marketing,1,0
mobile financial technology,1,0
i-sip theory,1,0
integrated framework for financial inclusion,1,0
southern african development community,2,0
national financial inclusion strategies,3,1
international financial inclusion strategies,1,0
mobile money services,22,9
inclusion index,17,13
continuous optimization,1,0
optimization,6,1
financial environments,1,0
market environment,2,0
debt financing,1,0
costs,28,16
social responsibilities,3,1
debt financing cost,1,0
failure rate,1,0
education fintech,1,0
false positive,1,0
stakeholder confidence,1,0
digital payment,32,17
edtech,1,0
fine grained,1,0
electronic channels,2,0
electronic data interchange,6,2
enterprise resource planning,2,0
disruption,5,2
reducing inequality,1,0
access to financial services,6,1
international community,1,0
reducing inequalities,1,0
crisis,11,2
access to financial service,1,0
morocco,8,1
business sector,1,0
visualization network,1,0
bibliometrics analysis,16,15
financial services sector,9,5
research advances,1,0
publishing,3,0
visualization networks,1,0
new terms,1,0
visualization,4,0
citation structure,1,0
operational challenges,1,0
al-hayat microfinance bank,1,0
gross domestic products,3,2
subjective norm,6,1
decomposed theory of planned behavior,2,0
sampling technique,3,0
stratified random sampling,2,0
structural equation models,10,6
impact study,3,0
malaysia,19,9
rural farmer,1,0
customer’s perception,1,0
algerian,1,0
corporates,3,0
server system,1,0
corporate wallet,1,0
regulatory requirements,1,0
multi-level,3,0
financial management systems,1,0
compliance control,1,0
regulatory compliance,27,31
multilevels,2,0
al-buraimi governorate,1,0
oman,1,0
unbanked,46,19
excluded,1,0
transformation,6,0
lives,1,0
mobile money taxes,1,0
digital financial service tax,1,0
firm information transparency,1,0
perceived financial well-being,1,0
cryptoassets,4,0
cyber-crimes,3,0
vulnerability taxonomy,1,0
vulnerabilities,2,0
interaction,4,0
technical research,1,0
phishing,8,1
taxonomies,2,0
interactions,1,0
cybercrimes,1,0
computer crime,17,6
anomaly detection,3,0
clusterings,2,0
technological advances,4,0
k-means++ clustering,2,0
k-means clustering,4,1
cost effectiveness,16,13
crime,52,48
fraud detection,24,21
transaction channel,2,0
clustering,5,0
k-means,2,0
research studies,2,0
conceptual frameworks,9,3
crowdfunding,31,15
environmental implications,1,0
socio-economic environments,2,0
crowdsourcing,12,6
social innovations,5,1
social and environmental,4,1
social innovation,5,0
social implication,2,0
macro-prudential policy,1,0
vegetable vending and development,1,0
small business,13,2
service management,1,0
digital,17,4
ai,14,8
human-centred ai,1,0
sustainable economic development,4,1
partnership for the goals,1,0
fourth industrial revolution,4,1
industry 4.0,10,6
stakeholder capitalism,1,0
the role of artificial intelligence in addressing poverty,1,0
artificial intelligence in agriculture,1,0
financial capital market,1,0
intelligent robots,2,0
digital technologies in the financial market,1,0
digital technology in the financial market,1,0
technology innovation,8,5
financial sectors,33,35
digital economy,28,10
risk management,51,42
financial capital,1,0
design science research,2,0
credit scores,14,8
classification (of information),9,6
design science,2,0
classification,9,6
regression,9,2
design-science researches,2,0
machine-learning,60,78
potential impacts,4,1
agriculture entities,1,0
agriculture sector,2,0
small and medium enterprises (smes),4,0
agriculture employees,1,0
supply chain,10,2
design-process,1,0
co-design,3,0
co-designs,2,0
older people,4,0
online learning tools,1,0
online learning,2,0
retirement assets,1,0
design case studies,1,0
older adults,8,6
aged care,1,0
financial technology (fintech),12,9
ann,3,0
indicators,3,0
social impact measurement,1,0
murabahah,1,0
musharakah,2,0
partnership,3,0
mudarabah,1,0
bmt,1,0
human rights,7,0
santal tribe,1,0
rural sociology,1,0
health policy,7,5
deep learning,18,15
feature interpretability,1,0
madagascar,5,0
clustering algorithms,1,0
interpretability,2,0
farms,6,1
sub-saharan,6,4
forestry,9,7
dimension reduction,2,0
namibia,4,1
ict4d researches,2,0
expansion,5,1
agency,5,2
socio-economic development,11,7
structural equation modelling,13,3
nepal,10,1
data collecting,1,0
independent variables,2,0
study areas,2,0
developing nations,9,3
forecasting,11,11
consumer financial distress,2,0
financial distress,6,0
adaptive boosting,4,5
financial distress prediction,2,0
machine learning methods,4,3
machine learning models,8,7
explainability,4,3
self-help group,10,5
agricultural technologies,1,0
rural networking,1,0
technological platform,4,2
agricultural technology,6,1
regional planning,16,11
rural development,37,21
wheels,1,0
self-help groups,19,10
operating costs,2,0
gearing effect,1,0
rural regions,3,0
pokharum,1,0
research gaps,2,0
pokhara,1,0
adoption patterns,1,0
university students,5,1
digital education,1,0
i21,1,0
i25,1,0
i22,1,0
i23,1,0
o16,25,21
neural network model,1,0
fuzzy neural networks,1,0
neural-networks,6,0
pattern recognition,2,0
user behavior analysis,1,0
bank transactions,6,1
learning frameworks,1,0
security,51,28
user behaviors,2,0
bank transaction,1,0
fuzzy inference,1,0
neuro-fuzzy,1,0
deep neural networks,2,0
neural network,5,0
microcredits,4,0
microfinance banks,8,2
lapo,1,0
gender inclusivity,2,0
financial health,8,2
gender dynamics,2,0
african economies,2,0
table banking,1,0
gender financial inclusion,1,0
cluster analysis,15,4
savings club,1,0
linear regression,5,0
african women,1,0
small and medium enterprises (msmes),3,1
micro,13,5
industry financial technology,1,0
critical thinking model,1,0
msme,4,0
testing reliability,1,0
reliability testing,1,0
reliability analysis,4,0
investment interest,1,0
data analysis techniques,2,0
sample sizes,2,0
multiple regression analysis,1,0
% reductions,4,2
sme growth,2,0
smes growth,1,0
re-establishing,1,0
tourism,10,3
international tourisms,1,0
distance space,1,0
guangxi,2,0
coefficient of variation,1,0
deposits,14,5
dimension,3,0
euclidean distance,2,0
euclidean distance space,1,0
coefficients of variations,1,0
high costs,4,4
mobile financial services,27,10
blockchain technology (bct),1,0
mobile financial service,4,3
electronic document identification systems,9,6
business performance,9,2
government support,6,0
business sustainability,6,1
g21,31,17
jel classifications,1,0
bank initiatives in microfinance,1,0
p46,1,0
fraud prevention,5,2
sampling method,1,0
internal controls,2,0
effectiveness,2,0
probability sampling,1,0
cultural influences,1,0
whistleblowing,2,0
banking sector,18,1
utaut framework,1,0
financial literacy improvement,1,0
peer-to-peer lending,23,8
loan default rate,1,0
mobile,15,1
loan application management system,1,0
saccos,2,0
ecuador,9,3
coso,1,0
internal control,2,0
digital entrepreneurship,2,0
digital social ventures,1,0
dynamic entrepreneurship,1,0
capital gains,1,0
btc,1,0
capital gain,1,0
scalability issue,1,0
market manipulation,2,0
environmental impact,12,8
cbdc (central bank digital currency),1,0
long-term impacts,1,0
payment solutions,1,0
cryptocurrency market,1,0
cryptocurrency exchange,1,0
payment solution,1,0
cryptocurrency exchanges,1,0
financial revolution,2,0
digital currencies,13,7
tokenization,7,8
decetralization,1,0
innovation in finance,1,0
underprivileged,2,0
innovation and infrastructure,1,0
nigerian economic development,1,0
sustainable growth,12,4
financial services marketing,1,0
nigerian financial sector,1,0
development finance,3,1
fintech in nigeria,1,0
banking in nigeria,1,0
regulation of financial services,1,0
financial services in nigeria,1,0
global economy,7,0
bayesian model,1,0
green projects,1,0
financial regulations,5,2
laws and legislation,17,16
bigtech,3,1
artificial intelligence technologies,1,0
underlying factors,1,0
micro-enterprises,9,6
business life,1,0
payment service provide,1,0
microentrepreneurs,8,1
payment systems,37,27
business process,1,0
enterprise performance,2,0
time frame,1,0
small and medium enterprises,9,1
kuwait,2,0
performance,56,30
partial least-squares,5,4
invisible banking,1,0
regulatory landscapes,1,0
global scenario,1,0
sdg-1 (no poverty),1,0
digital banking,38,11
low-income communities,3,0
barriers and challenges,1,0
economic disparities,1,0
gender gap,28,5
resilient,1,0
intersectionality,6,2
inclusive growth,27,13
financial strategies,5,1
payment aspects of financial inclusion,1,0
digital growth,1,0
pmjdy,14,3
productive zakat,1,0
export growth,1,0
export led growths,1,0
regulatory frameworks,16,13
anti-money laundering,20,5
regulatory environment,5,2
counter terrorism,1,0
latin americans,3,0
international trade,15,7
growth potential,1,0
legal implications,1,0
innovation hubs,2,0
regulatory bodies,3,0
international cooperation,5,0
technology companies,2,0
privacy regulation,1,0
global challenges,1,0
rapid transformations,1,0
legal frameworks,3,0
sensitive data,7,4
financial data,6,0
central bank digital currencies (cbdcs),3,0
monetary policy reform,1,0
quantitative easing,1,0
next normal,1,0
financial skill score,1,0
gen ziers,1,0
bank of france,1,0
central bank digital currency (cbdc),10,3
cbdc adoption,2,0
comprehensive examination,1,0
global economies,6,2
european central bank,3,0
central banks,12,1
central bank digital currency adoption,1,0
sdg 8.10,4,1
rural women,5,1
sdg 5,2,0
c43,1,0
c33,2,0
g28,11,3
o47,2,0
multidimensional index,6,1
trend analysis,6,1
school banking,2,0
socioeconomic development,1,0
rural communities,7,0
atm,11,3
sgd indicators,1,0
united nations goals,1,0
sgd targets,1,0
c23,4,1
financial access survey (fas),1,0
e44,2,0
g20,19,13
e13,1,0
non-traditional financial services,1,0
economic factors,5,0
sdg 10,3,0
keyword co-occurrence,2,0
thematic mapping,2,0
international development,5,1
frugal innovation,7,2
target 8.10,1,0
operational risk,2,0
war on cash,1,0
political psychology,1,0
trust in government,1,0
industrial revolutions,9,7
symbiotic interaction,1,0
business innovation,1,0
corporate innovation,3,0
backend system,2,0
formal ontology,1,0
economic exchange,1,0
ontology's,1,0
business ontology,1,0
ontology network,1,0
critical path analysis,1,0
value,3,0
foundational ontologies,1,0
economic exchanges,1,0
ontology networks,1,0
energy security,2,0
ontouml,1,0
cost reduction,5,1
unified foundational ontology,1,0
contrastive learning,7,8
data-source,7,7
economic progress,5,2
adversarial machine learning,9,9
differential privacy,8,5
ethical data handling,1,0
scoring algorithms,3,2
bahrain,2,0
theory development,2,0
informal financial institutions,2,0
risk sharing mechanisms,1,0
cooperatives in ethiopia,1,0
regulation of informal credit markets,1,0
legal framework for credits from family and friends,1,0
informal credit markets in ethiopia,1,0
informal credit markets in south africa,1,0
informal credit markets,2,0
unregistered private moneylenders,1,0
comparative legal study,1,0
internet banking services,1,0
remote areas,4,1
remote rural areas,2,0
internet banking service,1,0
tausi,1,0
credit risk modeling,1,0
informal data,1,0
credit risks,10,12
micro-lending,2,0
