source,target,weight
health insurance,help seeking behavior,4
health insurance,young adult,5
health insurance,health behavior,3
health insurance,early cancer diagnosis,3
health insurance,interpersonal communication,3
health insurance,health service,6
health insurance,consumer,3
health insurance,china,5
health insurance,health care policy,4
health insurance,government,4
health insurance,education,3
health insurance,patient satisfaction,3
health insurance,insurance,4
health insurance,employer,3
health insurance,household,5
health insurance,decision making,3
health insurance,health status,3
health insurance,health care facility,3
health insurance,major clinical study,5
health insurance,income,5
health insurance,social support,4
health insurance,coping behavior,3
health insurance,educational status,3
health insurance,health care personnel,3
health insurance,marriage,3
socioeconomic factors,united states,6
socioeconomic factors,human,36
socioeconomic factors,health care access,7
socioeconomic factors,ethnic group,3
socioeconomic factors,adolescent,10
socioeconomic factors,pregnancy,4
socioeconomic factors,poverty,5
socioeconomic factors,health services accessibility,9
socioeconomic factors,cross-sectional study,8
socioeconomic factors,age,3
socioeconomic factors,kenya,3
socioeconomic factors,rural population,6
socioeconomic factors,financial management,6
socioeconomic factors,socioeconomics,33
socioeconomic factors,surveys and questionnaires,5
socioeconomic factors,questionnaire,4
socioeconomic factors,cross-sectional studies,7
socioeconomic factors,male,24
socioeconomic factors,humans,35
socioeconomic factors,economics,15
socioeconomic factors,sex factor,3
socioeconomic factors,"financing, personal",5
socioeconomic factors,sex factors,3
socioeconomic factors,family characteristics,8
socioeconomic factors,health care cost,7
socioeconomic factors,household,7
socioeconomic factors,family size,3
socioeconomic factors,health expenditures,4
socioeconomic factors,controlled study,8
socioeconomic factors,financial inclusion,5
socioeconomic factors,middle aged,22
socioeconomic factors,psychology,7
socioeconomic factors,mother,3
socioeconomic factors,economic aspect,3
socioeconomic factors,aged,10
socioeconomic factors,health survey,5
socioeconomic factors,risk factor,4
socioeconomic factors,bank account,4
socioeconomic factors,young adult,9
socioeconomic factors,health behavior,5
socioeconomic factors,patient acceptance of health care,8
socioeconomic factors,patient attitude,8
socioeconomic factors,social class,3
socioeconomic factors,financial literacy,5
socioeconomic factors,major clinical study,4
socioeconomic factors,educational status,4
socioeconomic factors,sustainable development,3
socioeconomic factors,epidemiology,8
socioeconomic factors,health status,5
socioeconomic factors,china,6
socioeconomic factors,interviews as topic,3
socioeconomic factors,income,6
socioeconomic factors,mental health,3
socioeconomic factors,qualitative research,3
socioeconomic factors,interview,4
socioeconomic factors,infant,3
socioeconomic factors,"child, preschool",3
socioeconomic factors,health care,3
socioeconomic factors,statistics and numerical data,4
socioeconomic factors,health services,3
socioeconomic factors,health care delivery,3
socioeconomic factors,health service,3
socioeconomic factors,child,4
socioeconomic factors,catering service,3
socioeconomic factors,food supply,3
socioeconomic factors,food insecurity,3
socioeconomic factors,food security,3
socioeconomic factors,psychological aspect,4
socioeconomic factors,gender,3
socioeconomic factors,literacy,4
socioeconomic factors,financial capability,3
socioeconomic factors,sex difference,3
socioeconomic factors,risk factors,3
socioeconomic factors,"health knowledge, attitudes, practice",3
socioeconomic factors,attitude to health,4
socioeconomic factors,personal finance,3
socioeconomic factors,family structure,5
socioeconomic factors,anxiety,3
socioeconomic factors,health care costs,3
united states,human,32
united states,california,4
united states,health care access,5
united states,priority journal,3
united states,adolescent,6
united states,pregnancy,3
united states,poverty,8
united states,health services accessibility,6
united states,economic growth,3
united states,middle aged,15
united states,retrospective study,3
united states,aged,6
united states,male,19
united states,humans,27
united states,ethnology,3
united states,social security,3
united states,procedures,4
united states,financial management,7
united states,psychology,7
united states,mental disorders,3
united states,mental disease,3
united states,qualitative research,3
united states,economics,15
united states,"financing, personal",3
united states,"insurance, health",3
united states,statistics and numerical data,4
united states,attitude to health,3
united states,patient acceptance of health care,4
united states,patient attitude,3
united states,financial capability,6
united states,social behavior,4
united states,financial literacy,7
united states,banking,9
united states,investment,5
united states,credit provision,5
united states,financial system,10
united states,health care cost,5
united states,economic aspect,3
united states,health service,5
united states,bank account,8
united states,consumer,5
united states,health care policy,5
united states,government,6
united states,major clinical study,6
united states,financial market,4
united states,financial inclusion,4
united states,literacy,6
united states,debt,3
united states,finance,3
united states,texas,3
united states,lending behavior,4
united states,housing,3
united states,cross-sectional study,4
united states,surveys and questionnaires,6
united states,questionnaire,7
united states,cross-sectional studies,4
united states,young adult,3
united states,organization and management,6
united states,health care delivery,3
united states,income,5
united states,controlled study,3
united states,socioeconomics,5
united states,insurance,5
united states,patient protection and affordable care act,3
united states,insurance coverage,4
united states,"aged, 80 and over",3
united states,innovation,3
united states,behavior,3
united states,decision making,5
united states,employer,3
united states,household,5
united states,consumer attitude,3
united states,reimbursement,3
united states,north america,3
united states,medical debt,3
united states,financial crisis,3
united states,education,3
united states,financial stress,3
human,california,5
human,retrospective studies,3
human,health care access,28
human,priority journal,31
human,ethnic group,5
human,adolescent,71
human,pregnancy,13
human,poverty,47
human,health services accessibility,27
human,middle aged,93
human,kenya,18
human,prevention and control,11
human,"banking, personal",59
human,risk-taking,6
human,sex work,6
human,reward,7
human,gambling,5
human,bank account,145
human,alcohol drinking,3
human,male,177
human,prostitution,8
human,humans,262
human,young adult,63
human,economics,78
human,motivation,11
human,randomized controlled trial,22
human,controlled study,82
human,high risk behavior,16
human,financial stress,6
human,cross-sectional study,49
human,health care cost,26
human,"insurance, health",6
human,cross-sectional studies,43
human,health expenditures,10
human,retrospective study,6
human,leisure,4
human,economic well-being,9
human,cognitive defect,3
human,case control study,3
human,household,41
human,socioeconomics,45
human,aged,56
human,demographics,8
human,major clinical study,65
human,registration,3
human,united kingdom,4
human,gardening,3
human,clinical outcome,4
human,propensity score,4
human,supermarket,3
human,decision making,40
human,financial crisis,3
human,case-control studies,3
human,employment,9
human,mobile application,6
human,age,14
human,public health,14
human,rural population,20
human,procedures,37
human,financial management,70
human,surveys and questionnaires,37
human,questionnaire,51
human,mobile phone,6
human,age factors,5
human,national health programs,3
human,mobile money,3
human,sex factor,6
human,"financing, personal",13
human,sex factors,9
human,organization,7
human,emotion,5
human,trust,7
human,emotions,3
human,human relation,8
human,social environment,4
human,psychological aspect,8
human,economic empowerment,7
human,follow up,16
human,epidemiology,25
human,sexually transmitted disease,3
human,coronavirus disease 2019,12
human,condom use,6
human,lockdown,4
human,economic aspect,28
human,unprotected sex,5
human,vocational education,3
human,empowerment,20
human,income,50
human,sex workers,7
human,human immunodeficiency virus prevalence,3
